"","knapper","assessment","width_0.1","width_0.2","width_0.3","width_0.4","width_0.5","width_0.6","width_0.7","width_0.8","width_0.9","thickness_0.1","thickness_0.2","thickness_0.3","thickness_0.4","thickness_0.5","thickness_0.6","thickness_0.7","thickness_0.8","thickness_0.9","max_length"
"48",16,8,0.557944163513767,0.978487061873032,1.25328959218204,1.48600874276129,1.68081406505868,1.97520379054144,2.11405955038706,2.19250529739482,1.92613883629431,0.332434114705408,0.480059599497072,0.617224938741046,0.753206830861012,0.903161034187016,0.926410043816735,0.79390214164144,0.652079365328786,0.425430153224284,2.42706680791616
"49",16,9,0.951939570736963,1.29665417139907,1.49199686112862,1.54757248563967,1.7065492422863,1.72953463168479,1.74291517536921,1.63282377139142,1.58201744957977,0.318214301936052,0.541423301302604,0.655414017067436,0.789198590820259,0.889706533752692,0.948305741788285,0.822423063912091,0.519256266665197,0.355402762398338,2.31377421236115
"50",17,1,0.689035144302305,1.11878284668691,1.41349125128662,1.59189499985852,1.64315297970583,1.66773282969109,1.66918164198697,1.65619229036874,0.952669023107646,0.488457840834452,0.764511066094641,0.878138389381289,0.958466239182687,0.91800728055353,0.84839898955276,0.650864073892762,0.559836334205968,0.414089672347899,2.16272704443495
"51",17,2,0.942150957514218,1.12194339952425,1.27667094345245,1.28920339249336,1.52057168247946,1.57841375497598,1.61393842783427,1.65577752694008,1.47598508493006,0.402617260526987,0.528359246210048,0.53758209635221,0.500671718725655,0.632182730012044,0.830606847473874,1.06017231695893,0.951737408085853,0.707749374592477,2.82799532780923
"52",17,3,0.574939030920378,0.930566496717634,1.21370710162203,1.3751008289642,1.50634145519361,1.67985613209201,1.67119831098042,1.63238738875607,1.44072114207891,0.305339230025472,0.562182437913556,0.84255667738648,0.967405137673283,0.949586434435212,0.890370981326106,0.761949377382065,0.694882411236659,0.629249404058961,2.85708096682315
"53",17,4,0.417807525108114,0.855703778482462,1.1048800546428,1.28263678267681,1.44936689014829,1.59233272916602,1.69860653769117,1.82959518540822,1.40361275195201,0.275964906421918,0.423739984691245,0.538357359259755,0.698956410216982,0.883681495394441,1.04502902724785,1.24105617395764,1.26593068907406,0.997525439703565,3.07858176395453
"54",17,5,0.652702567820048,0.896685573303922,1.1129494746777,1.206192698652,1.50177166030119,1.70808687331863,1.81223934866298,1.76167256715521,1.55137787879524,0.329606014998962,0.507591102101746,0.718531388212785,0.880849249557545,0.915479220974417,0.901459755166807,0.856132850301353,0.815749225287139,0.554565766917612,2.95990631512214
"55",17,6,0.624862089931501,1.12940144884938,1.45385939776295,1.76902871103825,1.87694869735568,1.78765967385026,1.79619662799179,1.6510684075858,1.17756275617612,0.284945629247274,0.539134886791671,0.7132941627092,0.785650905210196,0.826004110420363,0.890032323401816,0.853526306954484,0.756205114294658,0.555791945830755,2.07088252351418
"56",17,7,1.032177155044,1.22856374596163,1.37563658457998,1.40348799940058,1.43307625078014,1.44920401882771,1.47792385192779,1.42408191859977,1.24655241032237,0.443855518268396,0.577024384354645,0.710168829229434,0.800429626782116,0.917309544825173,0.948373325801096,0.867001849219511,0.712391159472209,0.45052250899672,2.12700448596507
"57",19,1,1.03045677419428,1.24394701436387,1.29081164446286,1.4008154385859,1.37248569434599,1.29190414789765,1.2259772164883,1.2156549426562,1.08711626267409,0.673092463716351,0.802513926816013,0.816604047139721,0.805153970413508,0.728548210969346,0.754963478649898,0.764648582409247,0.795468866654159,0.616746814127121,2.04938575352498
"58",19,2,0.694789279952913,0.91381308142066,1.09999631883223,1.33976495185229,1.55976421561874,1.69606881415686,1.71018050207803,1.64436931232585,1.17237562139565,0.40685226741775,0.535096116608833,0.611443323294361,0.722891811122029,0.854182379828732,0.964120309241092,1.04044191324162,0.873281982842617,0.539678997224765,3.15334445759236
"59",19,3,0.908128767285629,1.21933606914,1.38074363339261,1.39352693616,1.34680176052748,1.57624000502493,1.7387495781368,1.56984835364124,1.16834979258501,0.377951437373238,0.481181611092155,0.620306614058809,0.644805341192439,0.709537515129938,0.766402329232317,0.811032241826402,0.877528786903395,0.79790069268984,3.0863594784944
"60",19,4,0.785685133334061,1.16659621052894,1.41984724718647,1.57343931108526,1.57143923481536,1.64916633675246,1.58537080055741,1.50164346981061,1.11473216380604,0.370201464347013,0.596873154560367,0.681671392286326,0.763211292347503,0.890422225343377,0.892051394175769,0.849638698905853,0.73548826938298,0.56263345626628,2.21180848191918
"61",19,5,0.429114514799997,0.910335434581539,1.08402345118669,1.30110844485141,1.49867230696684,1.65859542312057,1.83153262697383,1.73312610229207,1.12456733978905,0.246408468496091,0.549216572055827,0.818780026994889,0.95473428356515,1.16135558812221,1.19461994311433,1.09663986431054,0.872795191114194,0.558123851947081,2.60882404191949
"62",19,6,0.701159649013701,0.98454697184977,1.22509275978597,1.40817969666937,1.55819242972283,1.69843783170636,1.80069168387302,1.809448601384,1.67311013182845,0.391250163656797,0.526210651886271,0.626615526800162,0.727842522982498,0.830687241660804,0.886114127178509,0.809789449417765,0.74391366777854,0.548699646584364,2.5475893866556
"63",19,7,0.964029560883599,1.22876843769645,1.45101089447931,1.5971571194605,1.59836636718493,1.77819877877526,1.74451259216612,1.83814291597203,1.6920830658283,0.349546044978137,0.435920882437469,0.594218074710377,0.657979027559293,0.798831223132738,0.74639421550979,0.71347656091899,0.623021022477328,0.433846526104784,3.44808351137651
"64",19,8,0.652160943828602,1.02420105136933,1.31075549714956,1.49030496666037,1.63790823731259,1.79076192490684,1.93725595254313,1.83032492580811,1.54591501652533,0.367302096821271,0.729363675457076,0.829312002849865,0.880145029248877,0.885414661424262,0.810009427533402,0.690787638814069,0.461107372341098,0.376967941474462,2.83078817663668
"65",19,9,0.697986281155104,0.981872221532686,1.3376024708029,1.61756070408841,1.7098072692649,1.71695351411299,1.58362967893182,1.57179200616819,1.2863240726563,0.369747404293824,0.555888247289559,0.67377530015717,0.792285184967424,0.903729148773224,0.962339782272169,0.909527928928854,0.760091216621905,0.542357760259755,2.00531267645656
"66",2,1,0.759973321058258,1.02895719708719,1.12948480050155,1.38425997876436,1.5841204602554,1.70256894373514,1.63903515702717,1.44041206963588,0.957401683111852,0.59180229079794,0.663028885733456,0.733734720187131,0.755304283370434,0.827522003093966,0.897740674516243,0.943869973972122,0.844572709192916,0.556692955086802,1.87145190397031
"67",2,2,0.508837483525943,0.907738260534326,1.22921984171447,1.50978295175994,1.62812061872285,1.7286424557758,1.682582017472,1.56533068160116,0.976901340062831,0.438666767756132,0.713699568651527,0.898204778541025,0.987848478107179,0.966093343638675,0.959136262629088,0.896465508288628,0.830316213443375,0.288946962914569,2.90991888529354
"68",2,3,0.586812600105003,0.930357503854112,1.3822413933059,1.69410492264587,1.8730198272332,1.86071500770822,1.76666092743109,1.63986471244094,1.35162077920064,0.47517050147707,0.706811596707001,0.80403403715687,0.776999962220781,0.764304248347602,0.747404471327823,0.705113266561685,0.630720837901304,0.477704075956148,2.25093336482794
"69",2,4,0.708451652064531,0.957688709926144,1.24759076143886,1.79891062928011,1.62959808658991,1.60120754954778,1.51041404989819,1.44538753931325,1.36677479813058,0.437171921839733,0.536919865190896,0.688238675703645,0.887771451438277,0.902342619198524,0.932591625688152,0.780166144206271,0.605275242050995,0.522348697430649,2.83343181568991
"70",2,5,0.756427727427277,1.20870168433087,1.54646412065163,1.8143093602588,1.88301627260851,2.05124579918833,2.07005175622714,1.94492697276102,1.54786060260996,0.19891620965465,0.446984185874047,0.641428721016468,0.737533069959621,0.763226871870052,0.793392348292712,0.794528593455655,0.6772021171143,0.444748348617933,2.65703967271071
"71",2,6,1.29451732606757,1.2292708763891,1.29954963202681,1.28445271414908,1.28575417258682,1.34969916382756,1.28072186662757,1.26310879577022,1.02858598529029,0.457594153068364,0.550199240330856,0.719081406109446,0.751737423602231,0.797510502514713,0.798603590966354,0.818210865067672,0.835631962265706,0.696194866653205,3.15994108682178
"72",2,7,0.922002555705304,1.34559142048604,1.478669131413,1.61660124940522,1.51499348772891,1.48595074201089,1.52704580871853,1.53190021578379,1.09140462294818,0.288720572263175,0.564392371801376,0.667662204427807,0.759893302552051,0.77290912383075,0.793965098000593,0.757883264329265,0.727798593880021,0.579418231302861,3.61820719708972
"73",2,8,0.610154030004789,0.921517347950254,1.1285827005446,1.33083766479991,1.51581896183774,1.60590441618713,1.68013745441921,1.5995634497402,1.23288066589572,0.27658872106929,0.455730062041961,0.682260787063385,0.964100647872864,1.13665654310579,1.06550790383913,0.993068000701938,0.827140593337775,0.629577221145425,2.82719641926605
"74",2,9,1.21042535282016,1.35904069640647,1.40033330787668,1.46626828425652,1.49110093769828,1.51032007944248,1.39890614388577,1.31222971750477,0.949159198218355,0.223176983144782,0.445192756743158,0.677509582769331,0.827455447745592,0.908702657621562,0.994557247310693,0.965939050747649,0.84348763116049,0.623719359909998,2.94947224787179
"75",21,1,0.824569971889221,1.14850001074895,1.27240267910602,1.37155910419805,1.47237289893138,1.39967723742299,1.40956430459355,1.38396080116921,1.19142016939109,0.301323570952927,0.471965593213008,0.658177799993656,0.815297161998158,0.903993213125431,0.955451322949904,1.01707955329937,1.00555941677548,0.931758542169331,2.01113233371096
"76",21,2,0.700879401829594,1.03357572952644,1.37280058434538,1.67278963754939,1.80174420793121,1.94000677737818,1.84001042631017,1.70452732880627,1.2971084530586,0.360196354899894,0.614832834137448,0.81897972964451,0.911357345038506,0.866339162770743,0.838396842742477,0.732048067334348,0.520902867630771,0.329149332646265,2.80532749602549
"77",21,3,0.515597550710547,0.787331395003943,0.99709085375674,1.23398702570483,1.45263925871419,1.62627755193001,1.78799769408033,1.79725718067738,1.33336606997407,0.394035297341192,0.533826330280868,0.72533968447088,0.840911821695988,0.976299419051197,1.04455267061043,0.998316596973531,0.858525564033856,0.56024694378767,3.14822544299434
"78",21,4,0.42171110115708,0.631310835776362,0.948748702122844,1.13849844254741,1.32476430643985,1.48761527922097,1.66561706389764,1.79678906635169,1.4735177323235,0.417542060113774,0.697221875474933,0.970043666166538,1.13824070841099,1.14997909482214,0.955370683152608,0.804781220524868,0.66593014430827,0.526090236627691,4.01861106962366
"79",21,5,0.440075575206927,0.725472986417993,0.86267168911476,1.04025397481288,1.23734996946128,1.39421306611953,1.58377481020798,1.75480229791894,1.50315832921647,0.31996834956782,0.527783150445928,0.710117946477577,0.81767382258149,0.98449518143654,1.16315183939955,1.18139421772385,1.11575131816015,0.750221516387254,4.36157764915751
"80",21,6,0.539006654599198,0.847996244646817,1.13062971271457,1.37310603492936,1.40780027549922,1.46175844522528,1.58098395701785,1.57820458415451,1.24975938406357,0.47342915172714,0.530027838870737,0.659374705222904,0.778307413140649,0.929576837646436,1.14434998912734,1.06582874383012,0.823322235648857,0.524254772782091,3.48475852795641
"81",21,7,0.58271043061418,0.880495669302939,1.07929751775266,1.2603959252035,1.48335907363283,1.65638515735776,1.75375408285162,1.67971138936572,1.42295582368381,0.287232697333683,0.44168739539629,0.559429787618843,0.743955699778498,0.9376651678468,1.12970888353072,1.13470614068387,0.87587890506285,0.654618769268609,3.82294117419277
"82",21,8,0.678158469486216,1.10259969527849,1.38503412815033,1.598102804678,1.77906203750166,1.79766095024824,1.78415041929082,1.61670171742458,1.3393556663419,0.216839946187492,0.364186109047614,0.526844851733017,0.777050103434546,0.941067405833771,1.01475200048175,1.00224864582742,0.835422118257238,0.596338635060388,3.17234285337925
"83",21,9,0.411529762540195,0.689866286750683,0.942974932797788,1.20338638568166,1.41093547544029,1.62811099239284,1.86918660444754,1.86686298409038,1.55964717829813,0.280585652801412,0.561171305602824,0.873350615397594,0.980056803340003,1.05908995356434,1.14602968599384,1.17370272371191,0.936570601211606,0.487071601299889,2.83481683572757
